time,heating_kw,ecs_kw,total_kw
2023-01-08 07:00:00,3161.0181035816418,0.0,3161.0181035816418
2023-01-08 08:00:00,3058.797267817138,1881.85502283105,4940.652290648188
2023-01-08 09:00:00,2881.0698720061573,1881.85502283105,4762.924894837208
2023-01-08 10:00:00,2796.231070240756,1881.85502283105,4678.086093071806
2023-01-08 11:00:00,2729.7200358799096,1881.85502283105,4611.57505871096
2023-01-08 12:00:00,2694.7620815709734,1881.85502283105,4576.617104402023
2023-01-08 13:00:00,2660.8374297916594,1881.85502283105,4542.692452622709
2023-01-08 14:00:00,2639.5521129752733,1881.85502283105,4521.407135806323
2023-01-08 15:00:00,2598.9854899299266,1881.85502283105,4480.840512760977
2023-01-08 16:00:00,2549.552510300535,1881.85502283105,4431.407533131585
2023-01-08 17:00:00,2516.6111165147277,1881.85502283105,4398.466139345777
2023-01-08 18:00:00,2507.9806906311974,1881.85502283105,4389.835713462247
2023-01-08 19:00:00,2518.119336277313,1881.85502283105,4399.9743591083625
2023-01-08 20:00:00,2554.5199597784385,0.0,2554.5199597784385
2023-01-08 21:00:00,2564.714043309059,0.0,2564.714043309059
2023-01-08 22:00:00,2508.37907514873,0.0,2508.37907514873
2023-01-08 23:00:00,2476.6499122903847,0.0,2476.6499122903847
2023-01-09 00:00:00,2550.9943524481,0.0,2550.9943524481
2023-01-09 01:00:00,2613.6749379500607,0.0,2613.6749379500607
2023-01-09 02:00:00,2714.477802718994,0.0,2714.477802718994
2023-01-09 03:00:00,2815.755219251681,0.0,2815.755219251681
2023-01-09 04:00:00,2946.912936052245,0.0,2946.912936052245
2023-01-09 05:00:00,3089.679251998089,0.0,3089.679251998089
2023-01-09 06:00:00,3259.199115561437,0.0,3259.199115561437
2023-01-09 07:00:00,3362.18542380565,0.0,3362.18542380565
2023-01-09 08:00:00,3431.776857490246,1881.85502283105,5313.631880321296
2023-01-09 09:00:00,3353.182297646035,1881.85502283105,5235.037320477085
2023-01-09 10:00:00,3195.2627191585734,1881.85502283105,5077.117741989623
2023-01-09 11:00:00,3068.6481278511965,1881.85502283105,4950.503150682247
2023-01-09 12:00:00,2959.3139714858744,1881.85502283105,4841.168994316924
2023-01-09 13:00:00,2839.4454222717673,1881.85502283105,4721.300445102817
2023-01-09 14:00:00,2711.184995308486,1881.85502283105,4593.040018139536
2023-01-09 15:00:00,2605.3483628988038,1881.85502283105,4487.203385729854
2023-01-09 16:00:00,2586.482611048898,1881.85502283105,4468.337633879948
2023-01-09 17:00:00,2640.341497221171,1881.85502283105,4522.196520052221
2023-01-09 18:00:00,2779.709063587169,1881.85502283105,4661.564086418219
2023-01-09 19:00:00,3008.829282918966,1881.85502283105,4890.6843057500155
2023-01-09 20:00:00,3197.150716718158,0.0,3197.150716718158
2023-01-09 21:00:00,3372.5704292727505,0.0,3372.5704292727505
2023-01-09 22:00:00,3486.108937246787,0.0,3486.108937246787
2023-01-09 23:00:00,3622.2388090164213,0.0,3622.2388090164213
2023-01-10 00:00:00,3705.729158344762,0.0,3705.729158344762
2023-01-10 01:00:00,3801.208840412474,0.0,3801.208840412474
2023-01-10 02:00:00,3917.3620909678707,0.0,3917.3620909678707
2023-01-10 03:00:00,4055.1795422016235,0.0,4055.1795422016235
2023-01-10 04:00:00,4174.75903209798,0.0,4174.75903209798
2023-01-10 05:00:00,4292.100875785954,0.0,4292.100875785954
2023-01-10 06:00:00,4407.73180689193,0.0,4407.73180689193
2023-01-10 07:00:00,4510.389351099124,0.0,4510.389351099124
2023-01-10 08:00:00,4585.569556445107,1881.85502283105,6467.424579276158
2023-01-10 09:00:00,4581.250900841999,1881.85502283105,6463.105923673049
2023-01-10 10:00:00,4521.38153128558,1881.85502283105,6403.236554116631
2023-01-10 11:00:00,4359.952807081719,1881.85502283105,6241.807829912768
2023-01-10 12:00:00,4166.338892993026,1881.85502283105,6048.193915824077
2023-01-10 13:00:00,3987.808086181743,1881.85502283105,5869.663109012793
2023-01-10 14:00:00,3849.221619029507,1881.85502283105,5731.076641860557
2023-01-10 15:00:00,3787.519991409525,1881.85502283105,5669.375014240575
2023-01-10 16:00:00,3755.714048294849,1881.85502283105,5637.569071125899
2023-01-10 17:00:00,3776.325335056676,1881.85502283105,5658.180357887726
2023-01-10 18:00:00,3831.775218438723,1881.85502283105,5713.630241269773
2023-01-10 19:00:00,3920.3395271520335,1881.85502283105,5802.194549983084
2023-01-10 20:00:00,4005.7435971608784,0.0,4005.7435971608784
2023-01-10 21:00:00,4065.900711747757,0.0,4065.900711747757
2023-01-10 22:00:00,4141.9184131657585,0.0,4141.9184131657585
2023-01-10 23:00:00,4218.594387146127,0.0,4218.594387146127
2023-01-11 00:00:00,4272.622125348018,0.0,4272.622125348018
2023-01-11 01:00:00,4332.643633638624,0.0,4332.643633638624
2023-01-11 02:00:00,4385.596096821912,0.0,4385.596096821912
2023-01-11 03:00:00,4438.951132414042,0.0,4438.951132414042
2023-01-11 04:00:00,4480.93997882457,0.0,4480.93997882457
2023-01-11 05:00:00,4525.826381718859,0.0,4525.826381718859
2023-01-11 06:00:00,4607.8511517811,0.0,4607.8511517811
2023-01-11 07:00:00,4671.816053976969,0.0,4671.816053976969
2023-01-11 08:00:00,4675.422328403083,1881.85502283105,6557.277351234134
2023-01-11 09:00:00,4632.590166804374,1881.85502283105,6514.445189635424
2023-01-11 10:00:00,4542.07374593378,1881.85502283105,6423.92876876483
2023-01-11 11:00:00,4361.978210426058,1881.85502283105,6243.833233257108
2023-01-11 12:00:00,4164.852767710364,1881.85502283105,6046.7077905414135
