total_length_m,total_length_km,total_cost_chf,annual_heat_kwh,annual_heat_mwh,energy_density_mwh_per_m_per_year,peak_kw,smoothed_peak_kw
14770.666631325112,14.770666631325112,16736196.235010203,26147810.345809978,26147.810345809976,1.7702525551796435,9259.082292924551,8752.07771101387
